text,type,freq,current_candidate,surface_form,in_predictions,context
ung thư tuyến đại tràng,CHẨN_ĐOÁN,2,C18.9,ung thư tuyến đại tràng,1,"1. Tiền sử bệnh Các bệnh lý mạn tính - Ung thư biểu mô tuyến đại tràng - bệnh phổi tắc nghẽn mạn tính, không xác định - Đái tháo đường - xơ gan do rượu Tiền sử phẫu thuật / thủ thuật: Dựa trên tiền sử phẫu thuật mới được bổ sung: ""Phẫu thuật mở cắt nối trực tràng/đại tràng sigma vì ung thư tuyến đại tràng Các yếu tố nguy cơ liên quan: xơ gan do rượu 2."
viêm bao tử,CHẨN_ĐOÁN,2,K29.7,viêm bao tử,1,"Đến BV BS chích cho em liều giảm đau và cho siêu âm nhưng kết quả không thấy gì cả (chỉ thấy mỗi bên thận có 1 viên sỏi 4mm nhưng không ứ nước). BS nói sỏi thận không phải là lý do làm em đau và nói khả năng em bị viêm bao tử, có nói do em đang có thai nên không thể dùng thuốc đặc trị được mà chỉ cho thuốc tạm thôi. Em muốn hỏi như sau: 1."
viêm gan b,CHẨN_ĐOÁN,2,,viêm gan B,1,"Tiền sử dịch tễ: Trong đơn vị có 3 người mang virus viêm gan B. Hiện tại ngày thứ 7 sau khi vào viện: mệt mỏi hết, vàng da giảm nhẹ, ăn ngủ được, đánh răng không chảy máu, tiểu tiện 1000ml/24h, nước tiểu vàng nhẹ, đại tiện phân thành khuôn. Không xuất hiện thêm triệu chứng gì 2/ Chẩn đoán:"
viêm kết mạc,CHẨN_ĐOÁN,2,H10.9,Viêm kết mạc,1,"Mắt đỏ • Viêm kết mạc 2 bên, đỏ nhưng không có ghèn. 3. || 3. Tổn thương đầu chi (phù, đỏ, bong da) 4."
viêm loét đại tràng,CHẨN_ĐOÁN,2,K51.9,Viêm loét đại tràng,1,Các bệnh lý mạn tính - Viêm loét đại tràng trong nhiều năm qua - bằng chứng Bệnh gan do rượu ở vị trí 35cm
viêm phổi hoại tử,CHẨN_ĐOÁN,2,J85.1,viêm phổi hoại tử,1,"Hỏi : Dạ cho em hỏi viêm phổi hoại tử có phải là giai đoạn nặng của viêm phổi và tiến triển tiếp theo là hình thành áp xe phổi. Hay là VP và VPHT là hai bệnh có cơ chế bệnh sinh khác nhau ạ. || Viêm phổi tiến triển nặng là giai đoạn sau, có thể do nhiễm vi khuẩn nặng, thuốc kháng sinh không đáp ứng hay cơ thể có sức đề kháng yêu, suy giảm miễn dịch và hoại tử nhu mô phổi. Viêm phổi hoại tử: là một thể nặng của bệnh lý phổi với sự hình thành của các hang nhỏ, áp-xe nhỏ (<2cm) trong nhu mô phổi, thường không kèm theo tổn thương màng phổi đáng kể. Áp xe phổi: là một tình trạng nung mủ, hoại"
viêm phổi thùy dưới phải,CHẨN_ĐOÁN,2,J18.1,viêm phổi thùy dưới phải,1,ý chỉ có vếtvết protein niệu. - troponin âm tính x1 Kết quả chẩn đoán hình ảnh: chụp x-quang ngực được cho là viêm phổi thùy dưới phải (RLL PNA)
viêm xương tủy,CHẨN_ĐOÁN,2,M86.9,viêm xương tủy,1,"Phổi thông khí đều Còn sonde tiểu, nước tiểu có cặn Cận lâm sàng:: - lactate 1.1-->0.8 - Cấy nước tiểu : nhiễm khuẩn đường tiết niệu có các vi khuẩn hỗn hợp - cấy máu :âm tính -chỉ số marker viêm của anh ấy đã có xu hướng tăng chẩn đoán hình ảnh: - MRI: không thấy tình trạng viêm xương tủy nặng hơn Sừng hóa nang lông bất thường Vi khuẩn C. acne Viêm tại chỗ Hầu hết thiếu niên (80%) bị mụn trứng cá || cc đã đặt, không có quá trình bệnh lý tim phổi cấp tính - chụp x-quang bàn chân phải không phát hiện gãy xương hoặc viêm xương tủy - Bên phải âm tính với huyết khối tĩnh mạch sâu (DVT)"
xuất huyết dưới nhện,CHẨN_ĐOÁN,2,I60.9,xuất huyết dưới nhện,1,"Bệnh sử Lý do vào viện: Cơn rối loạn ý thức thoáng qua, nghi ngờ cơn co giật. Khoảng 1 tháng trước nhập viện, bệnh nhân bị ngã và được chẩn đoán xuất huyết dưới nhện. Chụp cắt lớp vi tính sọ não cho hình ảnh xuất huyết dưới nhện vùng trán phải, bầm dập nhu mô vùng trán phải và trán - thái dương phải, kèm một lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ nhiều đến nang màng nhện hoặc tụ dị"
xẹp phổi thùy dưới phải,CHẨN_ĐOÁN,2,J98.1,xẹp phổi thùy dưới phải,1,"- khó thở khi gắng sức - ho mạn tính có đờm vàng loãng - ran - phù phù - dịch thanh dịch lẫn máu từ vết mổ - phân nâu dương tính guaiac Kết quả xét nghiệm: huyết khối 26.3, giảm so với hôm qua, nhưng ổn định ở mức 28 hậu phẫu tuần trước. Kết quả chẩn đoán hình ảnh: chụp x-quang ngực có xẹp phổi thùy dưới phải do chèn ép kèm tràn dịch màng phổi. Các thủ thuật đã thực hiện - Truyền dịch tĩnh mạch 75 || - dấu hiệu sinh tồn là: 98.8 65 9360 20 95 2LNC (tại khoa Cấp cứu) - dấu hiệu sinh tồn 98.6 70 10356 17 962LNC (khi đến MICU) Dấu hiệu lâm sàng - hạ huyết áp, không đặc hiệu - mệt mỏi - mệt mỏi - khó thở khi gắng sức - ho mạn tính có đờm vàng loãng - ran - phù phù - dịch thanh dịch lẫn máu từ vết mổ - phân nâu dương tính guaiac Kết quả xét nghiệm: huyết khối 26.3, giảm so với hôm qua, nhưng ổn địn"
áp xe,CHẨN_ĐOÁN,2,L02.9,áp xe,1,"Sau đó thương tổn các phế quản lân cận và bệnh nhân sẽ khạc ra mủ, và các tổ chức hoại tử. Sau một thời gian (khoảng 6-8 tuần) thì viêm xơ bắt đầu bao quanh ổ áp xe tạo nên nhiều vách ngăn, hoặc là mủ sẽ lan qua vùng lân cận gây nên các thương tổn mới. - Đến hôm nay, bệnh nhân bị tăng tần suất đau đầu gián đoạn. || - Gần đây nhập viện vì sốt và các ổ dịch trong ổ bụng được cho là áp xe - Điều trị bằng kháng sinh tĩnh mạch trong thời gian nằm viện - Ra viện với đơn Augmentin đường uống trong 10 ngày"
đa u tủy,CHẨN_ĐOÁN,2,C90.0,đa u tủy,1,"Đây cũng là dạng phổ biến nhất. Mặc dù bệnh thoái hóa tinh bột không được xếp thành một loại ung thư, bệnh lại có thể liên quan đến một số bệnh ung thư máu như đa u tủy. Có nhiều loại amyloidosis khác nhau, bao gồm những loại sau: • Bệnh amyloidosis chuỗi nhẹ • Bệnh amyloidosis tự miễn dịch • Bệnh amyloidosis di truyền hoặc gia đình Bệnh thoái hóa tinh bột là một bệnh đa hệ thống dẫn đến nhiều biể || Đây cũng là dạng phổ biến nhất. Mặc dù bệnh thoái hóa tinh bột không được xếp thành một loại ung thư, bệnh lại có thể liên quan đến một số bệnh ung thư máu như đa u tủy. Có nhiều loại amyloidosis khác nhau, bao gồm những loại sau: • Bệnh amyloidosis chuỗi nhẹ • Bệnh amyloidosis tự miễn dịch"
"đái tháo đường, có biến chứng bệnh lý thần kinh ngoại biên",CHẨN_ĐOÁN,2,E11.4,"Đái tháo đường, có biến chứng bệnh lý thần kinh ngoại biên",1,"Tiền sử bệnh Tiền sử bệnh nội khoa: Tăng huyết áp. Đái tháo đường, có biến chứng bệnh lý thần kinh ngoại biên. Suy tim không do thiếu máu cơ tim (theo chẩn đoán trước đây)."
đại tràng giãn,CHẨN_ĐOÁN,2,K59.3,đại tràng giãn,1,"Mặc dù chưa khẳng định được thuốc có qua nhau thai hay không nhưng hấp thu của ********** qua ruột bị hạn chế, do đó làm giảm khả năng phơi nhiễm đối với thai nhi. Lý do nhập viện: theo dõi đại tràng giãn - Vào đợt kiểm tra sức khoẻ định kỳ sau ngã đang hồi phục phát hiện xét nghiệm máu có tăng bạch cầuNgày nay xuất hiện ý thúc chậm hơn, đã chụp CT ở tuyến trước chưa phát hiện bất thường trên phim || Kết quả chẩn đoán hình ảnh: chụp ctchưa phát hiện bất thường trên phim chụp Các kết quả khác: Theo dõi đại tràng giãn"
đột quỵ,CHẨN_ĐOÁN,2,I63.9,đột quỵ,1,"- Viêm nha chu: Đây là dạng nhiễm trùng lợi nặng, các triệu chứng gồm đau khi nhai, răng lung lay, sưng nướu, dễ chảy máu răng, hôi miệng, có mủ. Viêm nha chu nếu để kéo dài, chân răng có thể bị hư hại dẫn đến tình trạng mất răng hoặc viêm khớp dạng thấp, các bệnh hô hấp, đột quỵ,... - Thiếu canxi và vitamin: Thiếu hụt canxi dễ gây loãng xương, sâu răng và có nguy cơ bị viêm nha chu. || Tình trạng đau kéo dài, thường xuyên dễ bị chẩn đoán nguyên nhân đau đầu do viêm xoang và có thể dẫn đến điều trị không đúng bệnh. Người bị cơn đau nửa đầu trái hành hạ để lâu sẽ gây ra các hậu quả nguy hiểm cho sức khỏe như suy giảm trí nhớ, khó tập trung, trầm cảm thậm chí là đột quỵ. Một số trường hợp còn có biến chứng suy thoái võng mạc, mất thị lực và mù vĩnh viễn."
ổ loét trong bao tử,CHẨN_ĐOÁN,2,K25.9,ổ loét trong bao tử,1,Từ năm 24-26 tuổi em có dấu hiệu đau bao tử (thỉnh thoảng đau và sau 1-2 tiếng thì hết do thời gian này em sống xa gia đình nên ăn uống thất thường) nhưng không khám cũng như không uống thuốc gì cả. Năm 27 tuổi em đi nội soi ở BV thì BS nói em có ổ loét trong bao tử và có cho thuốc uống theo lộ trình dài nhưng em chỉ uống hết liều thuốc lần 1 đó mà không tiếp tục điều trị. Thay vào đó em đã chuyển
biến chứng mạch vành,CHẨN_ĐOÁN,1,I25.9,biến chứng mạch vành,1,"đỏ, môi đỏ – nứt, lưỡi đỏ dâu tây hoặc sưng hạch cổ. Điều trị bằng **** trong 10 ngày đầu là yếu tố then chốt giúp giảm biến chứng mạch vành."
biến chứng động mạch vành,CHẨN_ĐOÁN,1,I25.9,biến chứng động mạch vành,1,• Hiệu quả 80% nếu truyền trước ngày thứ 10 của bệnh. • Giảm biến chứng động mạch vành rõ rệt. 2.
bệnh dạith,CHẨN_ĐOÁN,1,,Bệnh dạith,1,"Phòng bệnh bằng tiêm vaccine phòng dại. Bệnh dạithường gia tăng vào mùa hè. Bệnh dại gây ra bởi virus, và là bệnh lây truyền."
bệnh nấm bẹn,CHẨN_ĐOÁN,1,,bệnh nấm bẹn,1,"Cháu năm nay 18 tuổi. Cháu bị bệnh nấm bẹn mấy tháng nay rồi ạ. Nhưng cháu phòng ngừa nên không bị lây lan, chỉ bị hai bên bẹn nhưng cháu dùng một số loại thuốc rồi mà chỉ được một khoảng thời gian rồi lại bị tái phát lại."
bệnh đa xơ cứng,CHẨN_ĐOÁN,1,G35,Bệnh đa xơ cứng,1,• Ban dạng đa hình: dát – sẩn – mảng đỏ. - Sẽ không điển hình cho Bệnh đa xơ cứng theo ý kiến của bác sĩ thần kinh - Ảo giác do rượu (suy nghĩ)
chèn ép tim,CHẨN_ĐOÁN,1,I31.9,chèn ép tim,1,"Cận lâm sàng Siêu âm tim: chèn ép tim Viêm hang vị sung huyết là tình trạng niêm mạc vùng hang vị dạ dày viêm, các mạch máu vùng viêm giãn nở do ứ máu nhiều."
cổ trướng,CHẨN_ĐOÁN,1,R18,cổ trướng,1,"Nếu không được xử lý kịp thời, hạt tophi bị vỡ ra có thể gây hoại tử, biến dạng xương khớp, gây nhiễm trùng máu, rất khó lành - Bệnh nhân xơ gan mất bù có tăng áp lực tĩnh mạch cửa, cổ trướng và tràn dịch màng phổi. Thuốc trước khi nhập viện lần này: liệu pháp lợi tiểu 2."
dvt,CHẨN_ĐOÁN,1,I80.2,DVT,1,-quang bàn chân phải không phát hiện gãy xương hoặc viêm xương tủy - Bên phải âm tính với huyết khối tĩnh mạch sâu (DVT)
dại,CHẨN_ĐOÁN,1,A82.9,dại,1,"Bác sĩ trả lời Chào bạn, Để giải đáp thắc mắc của bạn, tôi xin chia sẻ một số thông tin như sau: Bệnh dại chỉ không chỉ lây qua vết cắn của động vật. Đường lây bệnh dại phổ biến nhất là do bị động vật dại cắn. Bệnh dại còn có thể lây truyền từ nước bọt của chó, mèo dại"
giãn thừng tinh 2.5mm,CHẨN_ĐOÁN,1,,giãn thừng tinh 2.5mm,1,"Tiền sử bệnh hiện tại Câu hỏi từ người dùng : Em trai mình sn 2004, đi khám ở Tuyến Tỉnh bs chẩn đoán giãn thừng tinh 2.5mm 1 bên, đã khám và điều trị thuốc uống 5 tuần, độ giãn không giảm, thỉnh thoảng đau nhẹ, cảm thấy nóng phần tinh hoàn, đã ngừng dùng thuốc, vì tình hình covid không thể vào hcm để vào chuyên khoa khám , nhờ quý bác sĩ tư vấn được không ạ, để lâu em sợ ảnh hưởng tinh trùng ảnh "
glucose-6-phosphate dehydrogenase,CHẨN_ĐOÁN,1,D55.0,Glucose-6-Phosphate Dehydrogenase,1,Thiếu men G6PD là bệnh gì? Thiếu men G6PD (Glucose-6-Phosphate Dehydrogenase) là một bệnh di truyền lặn liên kết với nhiễm sắc thể X. Trẻ mắc bệnh là do nhận gen lặn bất thường trên nhiễm sắc thể giới tính từ bố và/hoặc mẹ.
gãy xương,CHẨN_ĐOÁN,1,T14.2,gãy xương,1,- chụp x-quang bàn chân phải không phát hiện gãy xương hoặc viêm xương tủy - Bên phải âm tính với huyết khối tĩnh mạch sâu (DVT)
hoại tử chủ mô,CHẨN_ĐOÁN,1,,hoại tử chủ mô,1,"Viêm phổi hoại tử: là một thể nặng của bệnh lý phổi với sự hình thành của các hang nhỏ, áp-xe nhỏ (<2cm) trong nhu mô phổi, thường không kèm theo tổn thương màng phổi đáng kể. Áp xe phổi: là một tình trạng nung mủ, hoại tử chủ mô phổi sau một quá trình viêm cấp. Cơ chế: Lúc đầu trong nhu mô phổi bị viêm xuất hiện một hay nhiều ổ viêm hóa mủ, nhu mô phổi bị đông đặc, nếu điều trị ở giai đoạn này th"
hoại tử nhu mô phổi,CHẨN_ĐOÁN,1,,hoại tử nhu mô phổi,1,"Viêm phổi là tình trạng viêm phế quản, phế nang, giai đoạn đầu là xuất tiết dịch, nếu điều trị sớm và kịp thời thì sẽ nhanh chóng hết với những cơ thể có sức đề kháng bình thường. Viêm phổi tiến triển nặng là giai đoạn sau, có thể do nhiễm vi khuẩn nặng, thuốc kháng sinh không đáp ứng hay cơ thể có sức đề kháng yêu, suy giảm miễn dịch và hoại tử nhu mô phổi. Viêm phổi hoại tử: là một thể nặng của "
huyết khối tĩnh mạch sâu,CHẨN_ĐOÁN,1,I80.2,huyết khối tĩnh mạch sâu,1,phổi cấp tính - chụp x-quang bàn chân phải không phát hiện gãy xương hoặc viêm xương tủy - Bên phải âm tính với huyết khối tĩnh mạch sâu (DVT)
hạ huyết áp tư thế đứng,CHẨN_ĐOÁN,1,,hạ huyết áp tư thế đứng,1,"Khi thiếu B12 sẽ rối loạn sản xuất máu ở tủy xương; các biểu hiện về thần kinh như dị cảm, giảm cảm giác vị thế, khả năng trí óc giảm, hạ huyết áp tư thế đứng,.... Đối với bệnh nhân ung thư cũng được khuyên là không nên sử dụng B12."
hẹp hoặc tắc các động mạch vành,CHẨN_ĐOÁN,1,,hẹp hoặc tắc các động mạch vành,1,"Bệnh mạch vành là gì? Bệnh mạch vành là tình trạng hẹp hoặc tắc các động mạch vành – những mạch máu có nhiệm vụ nuôi dưỡng cơ tim. Nguyên nhân chủ yếu là xơ vữa động mạch, làm giảm tưới máu cơ tim, gây thiếu oxy cơ tim, từ đó dẫn đến đau thắt ngực, nhồi máu cơ tim, suy tim hoặc đột tử ."
hẹp lỗ liên hợp,CHẨN_ĐOÁN,1,M99.7,hẹp lỗ liên hợp,1,"Đánh giá tại bệnh viện Kết quả chụp ảnh: chụp cộng hưởng từ (mri) cột sống cổ cho thấy hẹp ống sống C4-5, C5-6, C6-7 và hẹp lỗ liên hợp"
hẹp tắc mạch vành,CHẨN_ĐOÁN,1,I25.9,hẹp tắc mạch vành,1,"• Giới tính: Trẻ trai mắc bệnh nhiều hơn trẻ gái. • Đặc điểm nguy hiểm: Giai đoạn đầu có thể chưa quá nghiêm trọng, nhưng nếu không điều trị kịp thời, bệnh có thể dẫn đến viêm tim, phình giãn động mạch vành, đột tử, nhồi máu cơ tim, hoặc hẹp tắc mạch vành gây suy tim về sau. Tóm lại: Kawasaki là bệnh viêm mạch máu nguy hiểm, cần phát hiện sớm để tránh biến chứng nặng."
hẹp ống sống c4-5,CHẨN_ĐOÁN,1,,hẹp ống sống C4-5,1,"Đánh giá tại bệnh viện Kết quả chụp ảnh: chụp cộng hưởng từ (mri) cột sống cổ cho thấy hẹp ống sống C4-5, C5-6, C6-7 và hẹp lỗ liên hợp"
hội chứng bàn chân bẹt bẩm sinh,CHẨN_ĐOÁN,1,,hội chứng bàn chân bẹt bẩm sinh,1,"Cháu có 1 nhóc 3,5 tuổi. Cháu đang nghĩ cháu bị hội chứng bàn chân bẹt bẩm sinh, vì phần gót chân của con cháu khi nhìn ngoại quan nó hơi lệch , lòng bàn chân phẳng. Cháu chạy, nhảy bình thường, chân có hơi vòng kiềng nhưng khó thấy."
loãng xương,CHẨN_ĐOÁN,1,M81.9,loãng xương,1,"Viêm nha chu nếu để kéo dài, chân răng có thể bị hư hại dẫn đến tình trạng mất răng hoặc viêm khớp dạng thấp, các bệnh hô hấp, đột quỵ,... - Thiếu canxi và vitamin: Thiếu hụt canxi dễ gây loãng xương, sâu răng và có nguy cơ bị viêm nha chu. Hôi miệng và chảy máu chân răng còn có thể do cơ thể thiếu hụt vitamin K."
loét loét thực quản,CHẨN_ĐOÁN,1,,Loét loét thực quản,1,cũng cần lưu ý khi chia nhỏ viên thuốc để đảm bảo liều lượng chính xác. - Viêm thực quản độ C ở thực quản dưới - Loét loét thực quản 6 mm có điểm sắc tố - Nhiều loét sạch đáy loét ở tá tràng kéo dài từ hành tá tràng đến hồi tràng sớm
loét thực quản,CHẨN_ĐOÁN,1,K22.1,loét thực quản,1,"- Nội soi (cho thấy nhiều loét tá tràng và hồi tràng) - nội soi (Viêm thực quản độ C, loét thực quản dưới 6 mm có điểm sắc tố, nhiều loét nông sạch đáy ở tá tràng và hồi tràng sớm) Thuốc trước khi nhập viện: omeprazole (vừa ngừng để làm test hơi thở h."
loét tì đè giai đoạn iv,CHẨN_ĐOÁN,1,L89.9,loét tì đè giai đoạn IV,1,1. Tiền sử bệnh - viêm tủy xương mãn tính và bàng quang thần kinh gây biến chứng liệt hai chi dưới và loét tì đè giai đoạn IV mãn tính - đặt lưu sonde tiểu gây nhiễm khuẩn đường tiết niệu tái phát Thuốc đã dùng trước đây - Đã sử dụngvancozosyn nhưng hiện tại đang dừng. Sau khi khám chuyên khoa Truyền nhiễm đang dùng bactrim để điều trị nhiễm khuẩn đường tiết niệu
loét ở tá tràng,CHẨN_ĐOÁN,1,,loét ở tá tràng,1,xác. - Viêm thực quản độ C ở thực quản dưới - Loét loét thực quản 6 mm có điểm sắc tố - Nhiều loét sạch đáy loét ở tá tràng kéo dài từ hành tá tràng đến hồi tràng sớm
nguy cơ tiền sản giật cao,CHẨN_ĐOÁN,1,O14.9,nguy cơ tiền sản giật cao,1,"Chào bạn, ************ được khuyến cáo đối với những sản phụ có nguy cơ tiền sản giật cao để phòng ngừa tiền sản giật và những biến chứng liên quan đến tiền sản giật. Tuy nhiên, ******* là thuốc có tác dụng chống đông máu do đó tác dụng phụ của thuốc là có thể gây chảy máu."
nhiễm khuẩn,CHẨN_ĐOÁN,1,A49.9,Nhiễm khuẩn,1,Nhiều chuyên gia đưa ra các giả thuyết: Các yếu tố nghi ngờ liên quan: • Nhiễm khuẩn – nhiễm virus hoặc độc tố vi khuẩn. • Phản ứng miễn dịch bất thường ở trẻ có cơ địa nhạy cảm.
nhiễm khuẩn huyết,CHẨN_ĐOÁN,1,A41.9,nhiễm khuẩn huyết,1,"Tình trạng hô hấp cải thiện sau hỗ trợ hô hấp và bệnh nhân ổn định trở lại. Trong thời gian nằm viện, bệnh nhân được chẩn đoán nhiễm khuẩn huyết do tụ cầu vàng nhạy cảm methicillin, nghi liên quan đến đường truyền tĩnh mạch trung tâm ngoại vi (PICC). Siêu âm mạch máu chi trên không ghi nhận huyết khối, xạ hình thông khí - tưới máu phổi cho thấy xác suất thấp thuyên tắc phổi."
nhiễm khuẩn tiết niệu,CHẨN_ĐOÁN,1,,nhiễm khuẩn tiết niệu,1,"• Thuốc kháng sốt rét như *******, ***********, ********** • Vitamin K dùng trong điều trị nhiễm khuẩn tiết niệu • Thực phẩm chế biến từ đậu tằm"
nhiễm khuẩn đường tiêu hóa,CHẨN_ĐOÁN,1,,Nhiễm khuẩn đường tiêu hóa,1,"- biến đổi ý thức - hạ thân nhiệt Khó thở khi nằm đầu bằng, SpO2 99% thở khí 2L/ph Tim nhịp không đều, tần số 105 chu kì/phút T1, T2 rõ, không có tiếng tim bệnh lí Huyết áp 110/70 mmHg Phổi rì rào phế nang giảm, không có tiếng rales bệnh lí Bụng mềm, không chướng Không có điểm đau, gan lách không sờ thấy Không phù, tiểu được không rõ số lượng Chẩn đoán : : Đợt cấp COPD - Tâm phế mạn - Cơn tim nhan"
"nhiễm khuẩn, nhiễm virus",CHẨN_ĐOÁN,1,B34.9,"Nhiễm khuẩn, nhiễm virus",1,"Theo khuyến cáo của bác sĩ, trẻ thiếu men G6PD cần tránh các yếu tố có thể gây ảnh hưởng xấu đến sức khỏe như: • Nhiễm khuẩn, nhiễm virus • Thuốc giảm đau, hạ sốt chứa ******* hoặc **********"
nhiễm trùng đường hô hấp,CHẨN_ĐOÁN,1,J22,nhiễm trùng đường hô hấp,1,"Theo lời kể , khoảng 2 tuần trước khi nhập viện bệnh nhân xuất hiện mệt mỏi, ho và chảy nước mũi.Nhiều thành viên trong gia đình có các triệu chứng tương tự. Bệnh nhân đã được bác sĩ gia đình khám vì các triệu chứng nhiễm trùng đường hô hấp trên. - Tại phòng khám, bệnh nhân được ghi nhận có độ bão hòa oxy (SPO2) từ 88-92 % khi thở khí trời và nhịp thở nhanh."
nhiễm trùng đường tiết niệu,CHẨN_ĐOÁN,1,N39.0,Nhiễm trùng đường tiết niệu,1,"- béo phì - Nhiễm trùng đường tiết niệu (UTIs) tái phát nhiễm khuẩn đường tiết niệu, vị trí không xác định 2."
nhiễm vi khuẩn,CHẨN_ĐOÁN,1,A49.9,nhiễm vi khuẩn,1,"Nếu không vệ sinh răng miệng đúng cách sẽ tạo điều kiện cho vi khuẩn xâm nhập, gây tổn thương nướu và làm phát sinh mùi hôi. - Viêm quanh răng: Các mô bao quanh cuống răng bị viêm và sưng do nhiễm vi khuẩn, sang chấn răng. - Viêm nha chu: Đây là dạng nhiễm trùng lợi nặng, các triệu chứng gồm đau khi nhai, răng lung lay, sưng nướu, dễ chảy máu răng, hôi miệng, có mủ."
nhiễm vi khuẩn nặng,CHẨN_ĐOÁN,1,,nhiễm vi khuẩn nặng,1,"Viêm phổi là tình trạng viêm phế quản, phế nang, giai đoạn đầu là xuất tiết dịch, nếu điều trị sớm và kịp thời thì sẽ nhanh chóng hết với những cơ thể có sức đề kháng bình thường. Viêm phổi tiến triển nặng là giai đoạn sau, có thể do nhiễm vi khuẩn nặng, thuốc kháng sinh không đáp ứng hay cơ thể có sức đề kháng yêu, suy giảm miễn dịch và hoại tử nhu mô phổi. Viêm phổi hoại tử: là một thể nặng của "
nhịp chậm xoang,CHẨN_ĐOÁN,1,,nhịp chậm xoang,1,Các thủ thuậ khác - điện tâm đồ cho thấy nhịp chậm xoang - đường huyết lúc đóiđường huyết thấp)
nhịp nhanh,CHẨN_ĐOÁN,1,R00.0,nhịp nhanh,1,- Không đau ngực Các diễn biến trước khi nhập viện - Gần đây nhập viện để đánh giá tổng quát về tiêu hóa
nhịp nhanh đều,CHẨN_ĐOÁN,1,,nhịp nhanh đều,1,"Sáng cùng ngày vào viện bệnh nhân xuất hiện sốt cao 39.7 độ C , vào viện điều trị. Tình trạng lúc vào: Bệnh nhân tỉnh Cảm giác khát nước Da khô, nếp véo da mất chậm Không ngực, không khó thở Đau bụng, đau hông từng cơn- Hạ huyết áp Mạch nhanh Tim nhịp nhanh đều Trứng cá bắt nguồn từ bốn yếu tố chính: Tăng sản tuyến bã nhờn - Xquang ngực thẳng: không thấy thâm nhiễm Thủ thuật: - svo2 là 82 Đặt ống "
nhồi máu không,CHẨN_ĐOÁN,1,,Nhồi máu không,1,• Nhồi máu cơ tim ST chênh • Nhồi máu không ST chênh • Đau thắt ngực không ổn định
nốt sần tuyến giáp phải,CHẨN_ĐOÁN,1,E04.1,nốt sần tuyến giáp phải,1,"Các sự kiện trước khi nhập viện - siêu âm cho thấy sỏi mật 5. Zestril 10mg x 1 viên, uống sáng."
rung nhĩ kèm đáp ứng thất nhanh,CHẨN_ĐOÁN,1,I48.9,Rung nhĩ kèm đáp ứng thất nhanh,1,"1. Tiền sử bệnh nội Các bệnh lý mạn tính - ho Bệnh bạch cầu dòng tủy mãn tính - Tăng huyết áp - Đái tháo đường típ 2 - ho Rung nhĩ kèm đáp ứng thất nhanh - bệnh thận mạn, không đặc hiệu 2. Bệnh sử hiện tại Lý do vào viện: Khó thở tăng dần, diễn tiến nặng hơn từ sáng ngày nhập viện."
suy hô hấp,CHẨN_ĐOÁN,1,J96.9,suy hô hấp,1,"Bệnh nhân có tiền sử nhập viện gần đây vì sốt và đau vai. Trong đợt điều trị đó, bệnh nhân diễn tiến suy hô hấp kèm tăng huyết áp, không đáp ứng đáng kể với điều trị lợi tiểu và phải chuyển khoa Hồi sức tích cực để hỗ trợ thở áp lực dương không xâm nhập (BiPAP). Tình trạng hô hấp cải thiện sau hỗ trợ hô hấp và bệnh nhân ổn định trở lại."
suy thận cấp,CHẨN_ĐOÁN,1,N17.9,suy thận cấp,1,"• Vàng da, vàng mắt Khi đi khám, xét nghiệm máu thường cho thấy thiếu máu do tan huyết, hồng cầu bị phá hủy hàng loạt, dẫn đến thiếu máu, vàng da vàng mắt và thậm chí suy thận cấp. Đặc biệt, nếu trẻ sơ sinh bị vàng da nặng sau khoảng 2 tuần tuổi, các tổn thương thần kinh có thể rất nghiêm trọng, gây bại não, chậm phát triển trí tuệ và vận động."
suy thận mạn giai đoạn 5,CHẨN_ĐOÁN,1,,suy thận mạn giai đoạn 5,1,Chụp Xquang ngực thẳng: Hình ảnh bóng tim to Chẩn đoán: suy tim - suy thận mạn giai đoạn 5tăng huyết áp - Thời gian: Không ghi rõ
sâu răng,CHẨN_ĐOÁN,1,K02.9,sâu răng,1,"Viêm nha chu nếu để kéo dài, chân răng có thể bị hư hại dẫn đến tình trạng mất răng hoặc viêm khớp dạng thấp, các bệnh hô hấp, đột quỵ,... - Thiếu canxi và vitamin: Thiếu hụt canxi dễ gây loãng xương, sâu răng và có nguy cơ bị viêm nha chu. Hôi miệng và chảy máu chân răng còn có thể do cơ thể thiếu hụt vitamin K."
thiếu máu do tan huyết,CHẨN_ĐOÁN,1,D55.0,thiếu máu do tan huyết,1,"• Vàng da, vàng mắt Khi đi khám, xét nghiệm máu thường cho thấy thiếu máu do tan huyết, hồng cầu bị phá hủy hàng loạt, dẫn đến thiếu máu, vàng da vàng mắt và thậm chí suy thận cấp. Đặc biệt, nếu trẻ sơ sinh bị vàng da nặng sau khoảng 2 tuần tuổi, các tổn thương thần kinh có thể rất nghiêm trọng, gây bại não, chậm phát triển trí tuệ và vận động."
tiền sản giật cao,CHẨN_ĐOÁN,1,,tiền sản giật cao,1,"Chào Bác sĩ, hiện tại em đang mang thai được 22 tuần. Vào tuần thứ 18 em có làm xét nghiệm thì có kết quả nguy cơ tiền sản giật cao, Bác sĩ kê đơn thuốc ************ sử dụng mỗi tối.Từ đó đến giờ, mũi em thường xuyên có cục máu đông và một lần đi tiêu ra máu. Em không biết là do người em nóng hay do tác dụng phụ của thuốc và có cần đi thăm khám"
